filename,semester,course,instructor,question_number,question_text,response_rate,mean,std,median,total_responses,response_distribution
IDS-583-01_Ye__David_Spring_2025.html,Spring 2025,IDS-583-01 : DERIVATIVES & RISK MANAGEMENT.IDS-583-01.MATH-583-01.,David Ye,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
IDS-583-01_Ye__David_Spring_2025.html,Spring 2025,IDS-583-01 : DERIVATIVES & RISK MANAGEMENT.IDS-583-01.MATH-583-01.,David Ye,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",19/23 (82.61%),3.58,1.07,4.00,19,Poor: 0 (0.00%); Marginal: 4 (21.05%); Average: 4 (21.05%); Very Good: 7 (36.84%); Excellent: 4 (21.05%)
IDS-583-01_Ye__David_Spring_2025.html,Spring 2025,IDS-583-01 : DERIVATIVES & RISK MANAGEMENT.IDS-583-01.MATH-583-01.,David Ye,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",19/23 (82.61%),3.63,1.07,4.00,19,Poor: 0 (0.00%); Marginal: 4 (21.05%); Average: 3 (15.79%); Very Good: 8 (42.11%); Excellent: 4 (21.05%)
IDS-583-01_Ye__David_Spring_2025.html,Spring 2025,IDS-583-01 : DERIVATIVES & RISK MANAGEMENT.IDS-583-01.MATH-583-01.,David Ye,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
IDS-583-01_Ye__David_Spring_2025.html,Spring 2025,IDS-583-01 : DERIVATIVES & RISK MANAGEMENT.IDS-583-01.MATH-583-01.,David Ye,8,The course was difficult.,18/23 (78.26%),3.39,0.70,3.00,18,Strongly disagree: 0 (0.00%); Disagree: 1 (5.56%); Neither agree nor disagree: 10 (55.56%); Agree: 6 (33.33%); Strongly agree: 1 (5.56%)
IDS-583-01_Ye__David_Spring_2025.html,Spring 2025,IDS-583-01 : DERIVATIVES & RISK MANAGEMENT.IDS-583-01.MATH-583-01.,David Ye,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,19/23 (82.61%),5.16,2.19,5.00,19,1: 0 (0.00%); 2: 1 (5.26%); 3: 3 (15.79%); 4: 4 (21.05%); 5: 5 (26.32%); 6: 3 (15.79%); 7: 0 (0.00%); 8: 1 (5.26%); 9: 0 (0.00%); 10+: 2 (10.53%)
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",13/27 (48.15%),4.08,0.76,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 3 (23.08%); Very Good: 6 (46.15%); Excellent: 4 (30.77%)
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",13/27 (48.15%),4.15,0.69,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (15.38%); Very Good: 7 (53.85%); Excellent: 4 (30.77%)
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",13/27 (48.15%),4.08,0.76,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 3 (23.08%); Very Good: 6 (46.15%); Excellent: 4 (30.77%)
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,8,The course was difficult.,13/27 (48.15%),3.54,0.66,4.00,13,Strongly disagree: 0 (0.00%); Disagree: 1 (7.69%); Neither agree nor disagree: 4 (30.77%); Agree: 8 (61.54%); Strongly agree: 0 (0.00%)
IDS-586-01_Liu__Hengzhong_Spring_2025.html,Spring 2025,IDS-586-01 : DATA SCIENCE IN BANKING.IDS-586-01.MATH-586-01.,Hengzhong Liu,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,13/27 (48.15%),4.31,1.25,5.00,13,1: 0 (0.00%); 2: 1 (7.69%); 3: 3 (23.08%); 4: 2 (15.38%); 5: 5 (38.46%); 6: 2 (15.38%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",13/21 (61.9%),4.31,0.63,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (7.69%); Very Good: 7 (53.85%); Excellent: 5 (38.46%)
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",13/21 (61.9%),4.15,0.69,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (15.38%); Very Good: 7 (53.85%); Excellent: 4 (30.77%)
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",13/21 (61.9%),4.31,0.63,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (7.69%); Very Good: 7 (53.85%); Excellent: 5 (38.46%)
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,8,The course was difficult.,13/21 (61.9%),3.38,0.77,3.00,13,Strongly disagree: 0 (0.00%); Disagree: 1 (7.69%); Neither agree nor disagree: 7 (53.85%); Agree: 4 (30.77%); Strongly agree: 1 (7.69%)
IDS-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,13/21 (61.9%),3.92,2.56,3.00,13,1: 1 (7.69%); 2: 2 (15.38%); 3: 6 (46.15%); 4: 1 (7.69%); 5: 0 (0.00%); 6: 1 (7.69%); 7: 0 (0.00%); 8: 1 (7.69%); 9: 0 (0.00%); 10+: 1 (7.69%)
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",13/21 (61.9%),4.31,0.63,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (7.69%); Very Good: 7 (53.85%); Excellent: 5 (38.46%)
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",13/21 (61.9%),4.15,0.69,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (15.38%); Very Good: 7 (53.85%); Excellent: 4 (30.77%)
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",13/21 (61.9%),4.31,0.63,4.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (7.69%); Very Good: 7 (53.85%); Excellent: 5 (38.46%)
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,8,The course was difficult.,13/21 (61.9%),3.38,0.77,3.00,13,Strongly disagree: 0 (0.00%); Disagree: 1 (7.69%); Neither agree nor disagree: 7 (53.85%); Agree: 4 (30.77%); Strongly agree: 1 (7.69%)
MATH-789-01_Ye__David_Fall_2023.html,Fall 2023,MATH-789-01 : FUND FINANCE BUSINESS MODELS.MATH-789-01.IDS-789-01.,David Ye,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,13/21 (61.9%),3.92,2.56,3.00,13,1: 1 (7.69%); 2: 2 (15.38%); 3: 6 (46.15%); 4: 1 (7.69%); 5: 0 (0.00%); 6: 1 (7.69%); 7: 0 (0.00%); 8: 1 (7.69%); 9: 0 (0.00%); 10+: 1 (7.69%)
