filename,semester,course,instructor,question_number,question_text,response_rate,mean,std,median,total_responses,response_distribution
MARSCI-201-01_Cassar__Nicolas_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,Nicolas Cassar,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-201-01_Cassar__Nicolas_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,Nicolas Cassar,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",27/45 (60%),4.11,0.85,4.00,27,Poor: 0 (0.00%); Marginal: 1 (3.70%); Average: 5 (18.52%); Very Good: 11 (40.74%); Excellent: 10 (37.04%)
MARSCI-201-01_Cassar__Nicolas_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,Nicolas Cassar,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-201-01_Cassar__Nicolas_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,Nicolas Cassar,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",28/45 (62.22%),4.04,0.92,4.00,28,Poor: 0 (0.00%); Marginal: 2 (7.14%); Average: 5 (17.86%); Very Good: 11 (39.29%); Excellent: 10 (35.71%)
MARSCI-201-01_Cassar__Nicolas_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,Nicolas Cassar,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",28/45 (62.22%),4.39,0.79,5.00,28,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 5 (17.86%); Very Good: 7 (25.00%); Excellent: 16 (57.14%)
MARSCI-201-01_Cassar__Nicolas_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,Nicolas Cassar,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-201-01_Cassar__Nicolas_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,Nicolas Cassar,8,The course was difficult.,28/45 (62.22%),2.57,0.74,3.00,28,Strongly disagree: 1 (3.57%); Disagree: 12 (42.86%); Neither agree nor disagree: 14 (50.00%); Agree: 0 (0.00%); Strongly agree: 1 (3.57%)
MARSCI-201-01_Cassar__Nicolas_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,Nicolas Cassar,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,28/45 (62.22%),2.32,1.12,2.00,28,1: 7 (25.00%); 2: 11 (39.29%); 3: 5 (17.86%); 4: 4 (14.29%); 5: 1 (3.57%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",28/50 (56%),3.89,0.63,4.00,28,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 7 (25.00%); Very Good: 17 (60.71%); Excellent: 4 (14.29%)
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",27/50 (54%),3.93,0.55,4.00,27,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 5 (18.52%); Very Good: 19 (70.37%); Excellent: 3 (11.11%)
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",27/50 (54%),4.26,0.66,4.00,27,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 3 (11.11%); Very Good: 14 (51.85%); Excellent: 10 (37.04%)
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,8,The course was difficult.,27/50 (54%),2.89,0.93,3.00,27,Strongly disagree: 2 (7.41%); Disagree: 6 (22.22%); Neither agree nor disagree: 13 (48.15%); Agree: 5 (18.52%); Strongly agree: 1 (3.70%)
MARSCI-201-01_Virdin__John_Spring_2024.html,Spring 2024,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,26/50 (52%),2.42,1.55,2.00,26,1: 5 (19.23%); 2: 15 (57.69%); 3: 2 (7.69%); 4: 1 (3.85%); 5: 2 (7.69%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 1 (3.85%); 9: 0 (0.00%); 10+: 0 (0.00%)
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",27/45 (60%),4.11,0.85,4.00,27,Poor: 0 (0.00%); Marginal: 1 (3.70%); Average: 5 (18.52%); Very Good: 11 (40.74%); Excellent: 10 (37.04%)
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",28/45 (62.22%),4.04,0.92,4.00,28,Poor: 0 (0.00%); Marginal: 2 (7.14%); Average: 5 (17.86%); Very Good: 11 (39.29%); Excellent: 10 (35.71%)
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",28/45 (62.22%),4.43,0.74,5.00,28,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 4 (14.29%); Very Good: 8 (28.57%); Excellent: 16 (57.14%)
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,8,The course was difficult.,28/45 (62.22%),2.57,0.74,3.00,28,Strongly disagree: 1 (3.57%); Disagree: 12 (42.86%); Neither agree nor disagree: 14 (50.00%); Agree: 0 (0.00%); Strongly agree: 1 (3.57%)
MARSCI-201-01_Virdin__John_Spring_2025.html,Spring 2025,MARSCI-201-01 : THE FUTURE OF THE OCEANS.MARSCI-201-01.BIOLOGY-159-01.ECS-205-01.,John Virdin,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,28/45 (62.22%),2.32,1.12,2.00,28,1: 7 (25.00%); 2: 11 (39.29%); 3: 5 (17.86%); 4: 4 (14.29%); 5: 1 (3.57%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",99/214 (46.26%),3.60,1.02,4.00,99,Poor: 4 (4.04%); Marginal: 9 (9.09%); Average: 28 (28.28%); Very Good: 40 (40.40%); Excellent: 18 (18.18%)
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",99/214 (46.26%),3.93,0.92,4.00,99,Poor: 2 (2.02%); Marginal: 4 (4.04%); Average: 21 (21.21%); Very Good: 44 (44.44%); Excellent: 28 (28.28%)
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",99/214 (46.26%),4.11,0.97,4.00,99,Poor: 2 (2.02%); Marginal: 4 (4.04%); Average: 17 (17.17%); Very Good: 34 (34.34%); Excellent: 42 (42.42%)
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,8,The course was difficult.,99/214 (46.26%),2.14,0.88,2.00,99,Strongly disagree: 22 (22.22%); Disagree: 50 (50.51%); Neither agree nor disagree: 19 (19.19%); Agree: 7 (7.07%); Strongly agree: 1 (1.01%)
MARSCI-202-01_Silliman__Brian_Fall_2024.html,Fall 2024,MARSCI-202-01 : MARINE BIOLOGY AND ECOLOGY.MARSCI-202-01.BIOLOGY-271-01.,Brian Silliman,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,96/214 (44.86%),2.16,1.18,2.00,96,1: 33 (34.38%); 2: 34 (35.42%); 3: 16 (16.67%); 4: 9 (9.38%); 5: 2 (2.08%); 6: 2 (2.08%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",4/10 (40%),3.25,1.71,3.50,4,Poor: 1 (25.00%); Marginal: 0 (0.00%); Average: 1 (25.00%); Very Good: 1 (25.00%); Excellent: 1 (25.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",5/10 (50%),3.00,1.22,3.00,5,Poor: 0 (0.00%); Marginal: 2 (40.00%); Average: 2 (40.00%); Very Good: 0 (0.00%); Excellent: 1 (20.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",4/10 (40%),2.25,0.96,2.50,4,Poor: 1 (25.00%); Marginal: 1 (25.00%); Average: 2 (50.00%); Very Good: 0 (0.00%); Excellent: 0 (0.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,8,The course was difficult.,5/10 (50%),2.80,0.45,3.00,5,Strongly disagree: 0 (0.00%); Disagree: 1 (20.00%); Neither agree nor disagree: 4 (80.00%); Agree: 0 (0.00%); Strongly agree: 0 (0.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,5/10 (50%),3.60,0.89,3.00,5,1: 0 (0.00%); 2: 0 (0.00%); 3: 3 (60.00%); 4: 1 (20.00%); 5: 1 (20.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",10/17 (58.82%),2.70,1.16,3.00,10,Poor: 2 (20.00%); Marginal: 2 (20.00%); Average: 3 (30.00%); Very Good: 3 (30.00%); Excellent: 0 (0.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",10/17 (58.82%),2.60,1.17,2.50,10,Poor: 2 (20.00%); Marginal: 3 (30.00%); Average: 2 (20.00%); Very Good: 3 (30.00%); Excellent: 0 (0.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",10/17 (58.82%),2.50,1.08,2.50,10,Poor: 2 (20.00%); Marginal: 3 (30.00%); Average: 3 (30.00%); Very Good: 2 (20.00%); Excellent: 0 (0.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,8,The course was difficult.,9/17 (52.94%),2.89,0.60,3.00,9,Strongly disagree: 0 (0.00%); Disagree: 2 (22.22%); Neither agree nor disagree: 6 (66.67%); Agree: 1 (11.11%); Strongly agree: 0 (0.00%)
MARSCI-203-01_Basurto_Guillermo__Xavier_Fall_2024.html,Fall 2024,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,Xavier Basurto Guillermo,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,10/17 (58.82%),2.90,1.20,3.00,10,1: 1 (10.00%); 2: 3 (30.00%); 3: 3 (30.00%); 4: 2 (20.00%); 5: 1 (10.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
MARSCI-203-01_Gill__David_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,David Gill,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MARSCI-203-01_Gill__David_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,David Gill,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-203-01_Gill__David_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,David Gill,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",4/10 (40%),3.25,1.71,3.50,4,Poor: 1 (25.00%); Marginal: 0 (0.00%); Average: 1 (25.00%); Very Good: 1 (25.00%); Excellent: 1 (25.00%)
MARSCI-203-01_Gill__David_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,David Gill,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-203-01_Gill__David_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,David Gill,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",5/10 (50%),3.00,1.22,3.00,5,Poor: 0 (0.00%); Marginal: 2 (40.00%); Average: 2 (40.00%); Very Good: 0 (0.00%); Excellent: 1 (20.00%)
MARSCI-203-01_Gill__David_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,David Gill,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",5/10 (50%),3.80,0.84,4.00,5,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (40.00%); Very Good: 2 (40.00%); Excellent: 1 (20.00%)
MARSCI-203-01_Gill__David_Fall_2023.html,Fall 2023,MARSCI-203-01 : MARINE SOCIAL SCIENCE.MARSCI-203-01.,David Gill,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
