filename,semester,course,instructor,question_number,question_text,response_rate,mean,std,median,total_responses,response_distribution
BIOLOGY-701-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
BIOLOGY-701-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",13/22 (59.09%),4.54,0.66,5.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (7.69%); Very Good: 4 (30.77%); Excellent: 8 (61.54%)
BIOLOGY-701-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
BIOLOGY-701-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",13/22 (59.09%),4.46,0.78,5.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (15.38%); Very Good: 3 (23.08%); Excellent: 8 (61.54%)
BIOLOGY-701-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",13/22 (59.09%),4.85,0.38,5.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (15.38%); Excellent: 11 (84.62%)
BIOLOGY-701-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
BIOLOGY-701-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,8,The course was difficult.,13/22 (59.09%),2.00,1.53,1.00,13,Strongly disagree: 8 (61.54%); Disagree: 1 (7.69%); Neither agree nor disagree: 2 (15.38%); Agree: 0 (0.00%); Strongly agree: 2 (15.38%)
BIOLOGY-701-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,13/22 (59.09%),1.77,2.49,1.00,13,1: 11 (84.62%); 2: 1 (7.69%); 3: 0 (0.00%); 4: 0 (0.00%); 5: 0 (0.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 1 (7.69%)
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",4/18 (22.22%),4.00,0.82,4.00,4,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (25.00%); Very Good: 2 (50.00%); Excellent: 1 (25.00%)
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",4/18 (22.22%),4.50,0.58,4.50,4,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (50.00%); Excellent: 2 (50.00%)
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",5/18 (27.78%),4.40,0.55,4.00,5,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 3 (60.00%); Excellent: 2 (40.00%)
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,8,The course was difficult.,4/18 (22.22%),1.75,0.96,1.50,4,Strongly disagree: 2 (50.00%); Disagree: 1 (25.00%); Neither agree nor disagree: 1 (25.00%); Agree: 0 (0.00%); Strongly agree: 0 (0.00%)
BIOLOGY-702-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4/18 (22.22%),1.00,0.00,1.00,4,1: 4 (100.00%); 2: 0 (0.00%); 3: 0 (0.00%); 4: 0 (0.00%); 5: 0 (0.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",14/23 (60.87%),4.29,0.73,4.00,14,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (14.29%); Very Good: 6 (42.86%); Excellent: 6 (42.86%)
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",14/23 (60.87%),4.79,0.43,5.00,14,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 3 (21.43%); Excellent: 11 (78.57%)
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",14/23 (60.87%),4.93,0.27,5.00,14,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 1 (7.14%); Excellent: 13 (92.86%)
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,8,The course was difficult.,14/23 (60.87%),1.36,0.50,1.00,14,Strongly disagree: 9 (64.29%); Disagree: 5 (35.71%); Neither agree nor disagree: 0 (0.00%); Agree: 0 (0.00%); Strongly agree: 0 (0.00%)
UPGEN-711-01_Noor__Mohamed_Fall_2023.html,Fall 2023,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,13/23 (56.52%),1.23,0.44,1.00,13,1: 10 (76.92%); 2: 3 (23.08%); 3: 0 (0.00%); 4: 0 (0.00%); 5: 0 (0.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",13/22 (59.09%),4.54,0.66,5.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (7.69%); Very Good: 4 (30.77%); Excellent: 8 (61.54%)
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",13/22 (59.09%),4.46,0.78,5.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (15.38%); Very Good: 3 (23.08%); Excellent: 8 (61.54%)
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",13/22 (59.09%),4.85,0.38,5.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (15.38%); Excellent: 11 (84.62%)
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,8,The course was difficult.,13/22 (59.09%),2.00,1.53,1.00,13,Strongly disagree: 8 (61.54%); Disagree: 1 (7.69%); Neither agree nor disagree: 2 (15.38%); Agree: 0 (0.00%); Strongly agree: 2 (15.38%)
UPGEN-711-01_Noor__Mohamed_Fall_2024.html,Fall 2024,BIOLOGY-701-01 : GRADUATE SCHOOL 101.BIOLOGY-701-01.EVANTH-705-01.UPGEN-711-01.,Mohamed Noor,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,13/22 (59.09%),1.77,2.49,1.00,13,1: 11 (84.62%); 2: 1 (7.69%); 3: 0 (0.00%); 4: 0 (0.00%); 5: 0 (0.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 1 (7.69%)
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",4/18 (22.22%),4.00,0.82,4.00,4,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (25.00%); Very Good: 2 (50.00%); Excellent: 1 (25.00%)
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",4/18 (22.22%),4.50,0.58,4.50,4,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (50.00%); Excellent: 2 (50.00%)
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",5/18 (27.78%),4.40,0.55,4.00,5,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 3 (60.00%); Excellent: 2 (40.00%)
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,8,The course was difficult.,4/18 (22.22%),1.75,0.96,1.50,4,Strongly disagree: 2 (50.00%); Disagree: 1 (25.00%); Neither agree nor disagree: 1 (25.00%); Agree: 0 (0.00%); Strongly agree: 0 (0.00%)
UPGEN-712-01_Noor__Mohamed_Spring_2025.html,Spring 2025,BIOLOGY-702-01 : SUCCEEDING BEYOND GRAD SCHOOL.BIOLOGY-702-01.EVANTH-706-01.UPGEN-712-01.,Mohamed Noor,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4/18 (22.22%),1.00,0.00,1.00,4,1: 4 (100.00%); 2: 0 (0.00%); 3: 0 (0.00%); 4: 0 (0.00%); 5: 0 (0.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
