filename,semester,course,instructor,question_number,question_text,response_rate,mean,std,median,total_responses,response_distribution
MARSCI-373LA-01_Rittschof__Daniel_Fall_2024.html,Fall 2024,MARSCI-373LA-01 : SEN PHYS/BHV MAR ANIMALS.MARSCI-373LA-01.BIOLOGY-373LA-01.ENVIRON-373LA-01.NEUROSCI-381LA-01.,Daniel Rittschof,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-373LA-01_Rittschof__Daniel_Fall_2024.html,Fall 2024,MARSCI-373LA-01 : SEN PHYS/BHV MAR ANIMALS.MARSCI-373LA-01.BIOLOGY-373LA-01.ENVIRON-373LA-01.NEUROSCI-381LA-01.,Daniel Rittschof,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",6/6 (100%),4.83,0.41,5.00,6,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 1 (16.67%); Excellent: 5 (83.33%)
MARSCI-373LA-01_Rittschof__Daniel_Fall_2024.html,Fall 2024,MARSCI-373LA-01 : SEN PHYS/BHV MAR ANIMALS.MARSCI-373LA-01.BIOLOGY-373LA-01.ENVIRON-373LA-01.NEUROSCI-381LA-01.,Daniel Rittschof,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-373LA-01_Rittschof__Daniel_Fall_2024.html,Fall 2024,MARSCI-373LA-01 : SEN PHYS/BHV MAR ANIMALS.MARSCI-373LA-01.BIOLOGY-373LA-01.ENVIRON-373LA-01.NEUROSCI-381LA-01.,Daniel Rittschof,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",6/6 (100%),4.67,0.52,5.00,6,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (33.33%); Excellent: 4 (66.67%)
MARSCI-373LA-01_Rittschof__Daniel_Fall_2024.html,Fall 2024,MARSCI-373LA-01 : SEN PHYS/BHV MAR ANIMALS.MARSCI-373LA-01.BIOLOGY-373LA-01.ENVIRON-373LA-01.NEUROSCI-381LA-01.,Daniel Rittschof,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",6/6 (100%),4.83,0.41,5.00,6,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 1 (16.67%); Excellent: 5 (83.33%)
MARSCI-373LA-01_Rittschof__Daniel_Fall_2024.html,Fall 2024,MARSCI-373LA-01 : SEN PHYS/BHV MAR ANIMALS.MARSCI-373LA-01.BIOLOGY-373LA-01.ENVIRON-373LA-01.NEUROSCI-381LA-01.,Daniel Rittschof,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-373LA-01_Rittschof__Daniel_Fall_2024.html,Fall 2024,MARSCI-373LA-01 : SEN PHYS/BHV MAR ANIMALS.MARSCI-373LA-01.BIOLOGY-373LA-01.ENVIRON-373LA-01.NEUROSCI-381LA-01.,Daniel Rittschof,8,The course was difficult.,6/6 (100%),2.83,0.98,3.00,6,Strongly disagree: 1 (16.67%); Disagree: 0 (0.00%); Neither agree nor disagree: 4 (66.67%); Agree: 1 (16.67%); Strongly agree: 0 (0.00%)
MARSCI-373LA-01_Rittschof__Daniel_Fall_2024.html,Fall 2024,MARSCI-373LA-01 : SEN PHYS/BHV MAR ANIMALS.MARSCI-373LA-01.BIOLOGY-373LA-01.ENVIRON-373LA-01.NEUROSCI-381LA-01.,Daniel Rittschof,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,6/6 (100%),3.00,1.41,3.00,6,1: 1 (16.67%); 2: 1 (16.67%); 3: 2 (33.33%); 4: 1 (16.67%); 5: 1 (16.67%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",7/12 (58.33%),4.43,0.79,5.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (14.29%); Very Good: 2 (28.57%); Excellent: 4 (57.14%)
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",7/12 (58.33%),4.43,0.53,4.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 4 (57.14%); Excellent: 3 (42.86%)
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",7/12 (58.33%),5.00,0.00,5.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 0 (0.00%); Excellent: 7 (100.00%)
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,8,The course was difficult.,7/12 (58.33%),1.86,0.69,2.00,7,Strongly disagree: 2 (28.57%); Disagree: 4 (57.14%); Neither agree nor disagree: 1 (14.29%); Agree: 0 (0.00%); Strongly agree: 0 (0.00%)
MARSCI-375LA-01_Godfrey__Matthew_Summer_II_2024.html,Summer II 2024,MARSCI-375LA-01 : BIOL/CONSERV SEA TURTLES.MARSCI-375LA-01.BIOLOGY-375LA-01.ENVIRON-375LA-01.,Matthew Godfrey,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7/12 (58.33%),2.86,1.21,3.00,7,1: 1 (14.29%); 2: 1 (14.29%); 3: 4 (57.14%); 4: 0 (0.00%); 5: 1 (14.29%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",8/9 (88.89%),4.75,0.46,5.00,8,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (25.00%); Excellent: 6 (75.00%)
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",8/9 (88.89%),5.00,0.00,5.00,8,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 0 (0.00%); Excellent: 8 (100.00%)
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",8/9 (88.89%),5.00,0.00,5.00,8,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 0 (0.00%); Excellent: 8 (100.00%)
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,8,The course was difficult.,8/9 (88.89%),3.13,0.83,3.00,8,Strongly disagree: 0 (0.00%); Disagree: 2 (25.00%); Neither agree nor disagree: 3 (37.50%); Agree: 3 (37.50%); Strongly agree: 0 (0.00%)
MARSCI-377LA-01_Osterberg__Joshua_Fall_2023.html,Fall 2023,MARSCI-377LA-01 : BIODIVERSITY OF MARINE INVERTS.MARSCI-377LA-01.BIOLOGY-377LA-01.ECS-377LA-01.ENVIRON-377LA-01.EOS-377LA-01.,Joshua Osterberg,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,8/9 (88.89%),3.63,1.60,4.00,8,1: 1 (12.50%); 2: 1 (12.50%); 3: 1 (12.50%); 4: 3 (37.50%); 5: 1 (12.50%); 6: 1 (12.50%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
