filename,semester,course,instructor,question_number,question_text,response_rate,mean,std,median,total_responses,response_distribution
KOREAN-101-002_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-002 : ELEMENTARY KOREAN.KOREAN-101-002.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",14/17 (82.35%),4.86,0.36,5.00,14,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (14.29%); Excellent: 12 (85.71%)
KOREAN-101-002_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-002 : ELEMENTARY KOREAN.KOREAN-101-002.,Eunyoung Kim,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
KOREAN-101-002_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-002 : ELEMENTARY KOREAN.KOREAN-101-002.,Eunyoung Kim,8,The course was difficult.,14/17 (82.35%),3.64,1.22,3.50,14,Strongly disagree: 0 (0.00%); Disagree: 3 (21.43%); Neither agree nor disagree: 4 (28.57%); Agree: 2 (14.29%); Strongly agree: 5 (35.71%)
KOREAN-101-002_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-002 : ELEMENTARY KOREAN.KOREAN-101-002.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,14/17 (82.35%),4.93,2.16,4.00,14,1: 0 (0.00%); 2: 1 (7.14%); 3: 2 (14.29%); 4: 5 (35.71%); 5: 2 (14.29%); 6: 1 (7.14%); 7: 1 (7.14%); 8: 1 (7.14%); 9: 0 (0.00%); 10+: 1 (7.14%)
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",12/17 (70.59%),4.75,0.45,5.00,12,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 3 (25.00%); Excellent: 9 (75.00%)
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",13/17 (76.47%),4.69,0.48,5.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 4 (30.77%); Excellent: 9 (69.23%)
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",13/17 (76.47%),4.85,0.38,5.00,13,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (15.38%); Excellent: 11 (84.62%)
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,8,The course was difficult.,13/17 (76.47%),3.46,0.97,3.00,13,Strongly disagree: 0 (0.00%); Disagree: 2 (15.38%); Neither agree nor disagree: 5 (38.46%); Agree: 4 (30.77%); Strongly agree: 2 (15.38%)
KOREAN-101-003_Kim__Eunyoung_Fall_2023.html,Fall 2023,KOREAN-101-003 : ELEMENTARY KOREAN.KOREAN-101-003.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,13/17 (76.47%),5.08,2.50,5.00,13,1: 1 (7.69%); 2: 1 (7.69%); 3: 2 (15.38%); 4: 1 (7.69%); 5: 2 (15.38%); 6: 3 (23.08%); 7: 1 (7.69%); 8: 1 (7.69%); 9: 0 (0.00%); 10+: 1 (7.69%)
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",12/18 (66.67%),4.67,0.49,5.00,12,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 4 (33.33%); Excellent: 8 (66.67%)
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",12/18 (66.67%),4.83,0.39,5.00,12,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (16.67%); Excellent: 10 (83.33%)
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",12/18 (66.67%),5.00,0.00,5.00,12,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 0 (0.00%); Excellent: 12 (100.00%)
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,8,The course was difficult.,12/18 (66.67%),3.00,0.85,3.00,12,Strongly disagree: 0 (0.00%); Disagree: 4 (33.33%); Neither agree nor disagree: 4 (33.33%); Agree: 4 (33.33%); Strongly agree: 0 (0.00%)
KOREAN-101-01_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-01 : ELEMENTARY KOREAN.KOREAN-101-01.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,11/18 (61.11%),4.82,2.18,5.00,11,1: 1 (9.09%); 2: 0 (0.00%); 3: 2 (18.18%); 4: 2 (18.18%); 5: 3 (27.27%); 6: 0 (0.00%); 7: 1 (9.09%); 8: 2 (18.18%); 9: 0 (0.00%); 10+: 0 (0.00%)
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",5/8 (62.5%),4.60,0.55,5.00,5,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (40.00%); Excellent: 3 (60.00%)
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",5/8 (62.5%),4.40,0.55,4.00,5,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 3 (60.00%); Excellent: 2 (40.00%)
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",5/8 (62.5%),4.80,0.45,5.00,5,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 1 (20.00%); Excellent: 4 (80.00%)
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,8,The course was difficult.,5/8 (62.5%),2.80,1.30,3.00,5,Strongly disagree: 1 (20.00%); Disagree: 1 (20.00%); Neither agree nor disagree: 1 (20.00%); Agree: 2 (40.00%); Strongly agree: 0 (0.00%)
KOREAN-101-02_Yang__Seojin_Fall_2024.html,Fall 2024,KOREAN-101-02 : ELEMENTARY KOREAN.KOREAN-101-02.,Seojin Yang,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,5/8 (62.5%),3.80,1.79,5.00,5,1: 1 (20.00%); 2: 0 (0.00%); 3: 1 (20.00%); 4: 0 (0.00%); 5: 3 (60.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",9/11 (81.82%),4.67,0.71,5.00,9,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (11.11%); Very Good: 1 (11.11%); Excellent: 7 (77.78%)
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",9/11 (81.82%),4.78,0.44,5.00,9,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (22.22%); Excellent: 7 (77.78%)
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",9/11 (81.82%),4.89,0.33,5.00,9,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 1 (11.11%); Excellent: 8 (88.89%)
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,8,The course was difficult.,9/11 (81.82%),2.89,1.17,3.00,9,Strongly disagree: 1 (11.11%); Disagree: 2 (22.22%); Neither agree nor disagree: 4 (44.44%); Agree: 1 (11.11%); Strongly agree: 1 (11.11%)
KOREAN-102-002_Eun__Barohny_Spring_2024.html,Spring 2024,KOREAN-102-002 : ELEMENTARY KOREAN.KOREAN-102-002.,Barohny Eun,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,9/11 (81.82%),3.11,1.45,3.00,9,1: 0 (0.00%); 2: 4 (44.44%); 3: 3 (33.33%); 4: 0 (0.00%); 5: 1 (11.11%); 6: 1 (11.11%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",6/6 (100%),4.33,0.82,4.50,6,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (16.67%); Very Good: 2 (33.33%); Excellent: 3 (50.00%)
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",6/6 (100%),4.33,0.52,4.00,6,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 4 (66.67%); Excellent: 2 (33.33%)
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",6/6 (100%),4.83,0.41,5.00,6,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 1 (16.67%); Excellent: 5 (83.33%)
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,8,The course was difficult.,6/6 (100%),2.83,0.75,3.00,6,Strongly disagree: 0 (0.00%); Disagree: 2 (33.33%); Neither agree nor disagree: 3 (50.00%); Agree: 1 (16.67%); Strongly agree: 0 (0.00%)
KOREAN-102-01_Kim__Eunyoung_Fall_2024.html,Fall 2024,KOREAN-102-01 : ELEMENTARY KOREAN.KOREAN-102-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,6/6 (100%),3.33,2.07,3.00,6,1: 1 (16.67%); 2: 1 (16.67%); 3: 2 (33.33%); 4: 1 (16.67%); 5: 0 (0.00%); 6: 0 (0.00%); 7: 1 (16.67%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",11/11 (100%),4.45,0.52,4.00,11,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 6 (54.55%); Excellent: 5 (45.45%)
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",11/11 (100%),4.55,0.52,5.00,11,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 5 (45.45%); Excellent: 6 (54.55%)
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",10/11 (90.91%),4.80,0.42,5.00,10,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 0 (0.00%); Very Good: 2 (20.00%); Excellent: 8 (80.00%)
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,8,The course was difficult.,11/11 (100%),3.64,0.50,4.00,11,Strongly disagree: 0 (0.00%); Disagree: 0 (0.00%); Neither agree nor disagree: 4 (36.36%); Agree: 7 (63.64%); Strongly agree: 0 (0.00%)
KOREAN-203-01_Kim__Eunyoung_Spring_2025.html,Spring 2025,KOREAN-203-01 : INTERMEDIATE KOREAN.KOREAN-203-01.,Eunyoung Kim,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,11/11 (100%),7.18,1.47,7.00,11,1: 0 (0.00%); 2: 0 (0.00%); 3: 0 (0.00%); 4: 0 (0.00%); 5: 1 (9.09%); 6: 3 (27.27%); 7: 3 (27.27%); 8: 2 (18.18%); 9: 1 (9.09%); 10+: 1 (9.09%)
KOREAN-204-001_Kim__Eunyoung_Spring_2024.html,Spring 2024,KOREAN-204-001 : INTERMEDIATE KOREAN.KOREAN-204-001.,Eunyoung Kim,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
KOREAN-204-001_Kim__Eunyoung_Spring_2024.html,Spring 2024,KOREAN-204-001 : INTERMEDIATE KOREAN.KOREAN-204-001.,Eunyoung Kim,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
KOREAN-204-001_Kim__Eunyoung_Spring_2024.html,Spring 2024,KOREAN-204-001 : INTERMEDIATE KOREAN.KOREAN-204-001.,Eunyoung Kim,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",8/9 (88.89%),4.00,1.41,4.50,8,Poor: 1 (12.50%); Marginal: 0 (0.00%); Average: 1 (12.50%); Very Good: 2 (25.00%); Excellent: 4 (50.00%)
KOREAN-204-001_Kim__Eunyoung_Spring_2024.html,Spring 2024,KOREAN-204-001 : INTERMEDIATE KOREAN.KOREAN-204-001.,Eunyoung Kim,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
