filename,semester,course,instructor,question_number,question_text,response_rate,mean,std,median,total_responses,response_distribution
ARTHIST-103D-01D_Galletti__Sara_Fall_2024.html,Fall 2024,ARTHIST-103D-01D : HISTORY OF ARCHITECTURE INTRO.ARTHIST-103D-01D.,Sara Galletti,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",10/22 (45.45%),4.30,0.82,4.50,10,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (20.00%); Very Good: 3 (30.00%); Excellent: 5 (50.00%)
ARTHIST-103D-01D_Galletti__Sara_Fall_2024.html,Fall 2024,ARTHIST-103D-01D : HISTORY OF ARCHITECTURE INTRO.ARTHIST-103D-01D.,Sara Galletti,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
ARTHIST-103D-01D_Galletti__Sara_Fall_2024.html,Fall 2024,ARTHIST-103D-01D : HISTORY OF ARCHITECTURE INTRO.ARTHIST-103D-01D.,Sara Galletti,8,The course was difficult.,10/22 (45.45%),2.60,0.70,3.00,10,Strongly disagree: 1 (10.00%); Disagree: 2 (20.00%); Neither agree nor disagree: 7 (70.00%); Agree: 0 (0.00%); Strongly agree: 0 (0.00%)
ARTHIST-103D-01D_Galletti__Sara_Fall_2024.html,Fall 2024,ARTHIST-103D-01D : HISTORY OF ARCHITECTURE INTRO.ARTHIST-103D-01D.,Sara Galletti,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,11/22 (50%),2.18,1.17,2.00,11,1: 4 (36.36%); 2: 3 (27.27%); 3: 2 (18.18%); 4: 2 (18.18%); 5: 0 (0.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",4/13 (30.77%),3.75,0.50,4.00,4,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (25.00%); Very Good: 3 (75.00%); Excellent: 0 (0.00%)
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",4/13 (30.77%),3.50,0.58,3.50,4,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (50.00%); Very Good: 2 (50.00%); Excellent: 0 (0.00%)
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",4/13 (30.77%),3.75,0.50,4.00,4,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (25.00%); Very Good: 3 (75.00%); Excellent: 0 (0.00%)
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,8,The course was difficult.,4/13 (30.77%),3.25,0.50,3.00,4,Strongly disagree: 0 (0.00%); Disagree: 0 (0.00%); Neither agree nor disagree: 3 (75.00%); Agree: 1 (25.00%); Strongly agree: 0 (0.00%)
ARTHIST-381D-01D_Ballard__Thea_Spring_2024.html,Spring 2024,ARTHIST-381D-01D : GLOBAL ART SINCE 1945.ARTHIST-381D-01D.GSF-277D-01D.ICS-219D-01D.VMS-382D-01D.,Thea Ballard,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,4/13 (30.77%),5.50,2.52,5.00,4,1: 0 (0.00%); 2: 0 (0.00%); 3: 1 (25.00%); 4: 0 (0.00%); 5: 2 (50.00%); 6: 0 (0.00%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 1 (25.00%); 10+: 0 (0.00%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",7/15 (46.67%),4.29,0.95,5.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (28.57%); Very Good: 1 (14.29%); Excellent: 4 (57.14%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",7/15 (46.67%),4.29,0.76,4.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (14.29%); Very Good: 3 (42.86%); Excellent: 3 (42.86%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",7/15 (46.67%),4.00,0.82,4.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (28.57%); Very Good: 3 (42.86%); Excellent: 2 (28.57%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,8,The course was difficult.,7/15 (46.67%),2.29,0.76,2.00,7,Strongly disagree: 1 (14.29%); Disagree: 3 (42.86%); Neither agree nor disagree: 3 (42.86%); Agree: 0 (0.00%); Strongly agree: 0 (0.00%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Fall_2023.html,Fall 2023,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7/15 (46.67%),5.14,1.95,5.00,7,1: 0 (0.00%); 2: 0 (0.00%); 3: 1 (14.29%); 4: 2 (28.57%); 5: 2 (28.57%); 6: 1 (14.29%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 1 (14.29%); 10+: 0 (0.00%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,1,"What knowledge, methods, skills, insights, or ways of thinking did you develop in this course? Please describe three specific things you learned.",,,,,,
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,2,"Reflecting on the overall learning environment of this class, in what ways did the instructor(s) and the structure or components of the course facilitate your learning? Are there specific course components or methods of instruction you’d keep for future years?",,,,,,
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,3,"The course was intellectually stimulating. It made me think in new ways, encouraged me to adopt different points of view, or challenged me to develop new skills.",7/14 (50%),4.00,0.58,4.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (14.29%); Very Good: 5 (71.43%); Excellent: 1 (14.29%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,4,What made this class stimulating or how could it be more intellectually stimulating if it wasn’t?,,,,,,
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,5,"Considering all components of the course (lectures, discussions, sections/labs, assessments, projects, course environment, etc), overall the course was",7/14 (50%),3.86,0.69,4.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 2 (28.57%); Very Good: 4 (57.14%); Excellent: 1 (14.29%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,6,"Based on the effectiveness of instruction (clarity, expertise, enthusiasm, rigor, support, inspiration, etc), overall the instructor,  Instructor(s), was",7/14 (50%),4.00,0.58,4.00,7,Poor: 0 (0.00%); Marginal: 0 (0.00%); Average: 1 (14.29%); Very Good: 5 (71.43%); Excellent: 1 (14.29%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,7,What would you like to say about this course to a student who is considering taking it in the future?,,,,,,
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,8,The course was difficult.,7/14 (50%),2.71,0.76,3.00,7,Strongly disagree: 0 (0.00%); Disagree: 3 (42.86%); Neither agree nor disagree: 3 (42.86%); Agree: 1 (14.29%); Strongly agree: 0 (0.00%)
ARTSVIS-107L-01L_Salvatella_De_Prada__Raquel_Spring_2025.html,Spring 2025,ARTSVIS-107L-01L : FUNDAMENTALS OF ART AND DESIGN.ARTSVIS-107L-01L.,Raquel Salvatella De Prada,9,How many hours in a typical week did you spend on this course (outside of class meetings)?,7/14 (50%),4.57,0.98,4.00,7,1: 0 (0.00%); 2: 0 (0.00%); 3: 0 (0.00%); 4: 5 (71.43%); 5: 0 (0.00%); 6: 2 (28.57%); 7: 0 (0.00%); 8: 0 (0.00%); 9: 0 (0.00%); 10+: 0 (0.00%)
